text,label,words
李东学为《辛亥革命》做足功课 走进醇亲王内心,9,李东学 为 《 辛亥革命 》 做足 功课   走进 醇 亲王 内心
俄罗斯烟民低龄化日益严重 首次吸烟多在小学,6,俄罗斯 烟民 低龄化 日益严重   首次 吸烟 多 在 小学
留学服务业签诚信公约：对造假说不(图),3,留学 服务业 签 诚信 公约 ： 对 造假 说 不 ( 图 )
派出所长无意听到醉酒者谈话擒拿网上逃犯,5,派出所长 无意 听到 醉酒者 谈话 擒拿 网上 逃犯
男子在酒吧会见女网友2小时被宰2万元,5,男子 在 酒吧 会见 女网友 2 小时 被 宰 2 万元
浙江59个扩大内需项目用地获批,1,浙江 59 个 扩大内需 项目 用地 获批
乔振宇多部大戏将播 褪去光环体验丰富人生(图),9,乔振宇 多部 大戏 将播   褪去 光环 体验 丰富 人生 ( 图 )
期市维持弱势螺钢逆市收红,0,期 市 维持 弱势 螺钢逆市 收红
詹姆斯无敌模式一人偷笑 三年酝酿23对24谁将笑傲,7,詹姆斯 无敌 模式 一人 偷笑   三年 酝酿 23 对 24 谁 将 笑傲
赞助资金大幅撤出 次新基金规模骤降,0,赞助 资金 大幅 撤出   次 新 基金 规模 骤降
美上市企业内线人士售股力度创2年来新高,2,美 上市 企业 内线 人士 售股 力度 创 2 年来 新高
英国逮捕金额最大珠宝抢劫案嫌犯(图),6,英国 逮捕 金额 最大 珠宝 抢劫案 嫌犯 ( 图 )
一应俱全 家庭DC!索尼WX10新到2199元,4,一应俱全   家庭 DC ! 索尼 WX10 新到 2199 元
快讯：两市各板块全线上涨 大盘放量收复10日线,2,快讯 ： 两市 各 板块 全线 上涨   大盘 放量 收复 10 日线
广州严打土地囤而未建 开发商抢地盘投鼠忌器,1,广州 严打 土地 囤 而 未建   开发商 抢 地盘 投鼠忌器
万科幸福汇：无忧服务与诗意园境成就质感生活,1,万科 幸福 汇 ： 无忧 服务 与 诗意 园境 成就 质感 生活
华为计划挑战思科在企业市场领先地位,4,华为 计划 挑战 思科 在 企业 市场 领先地位
福建高招专科控制线：文史332分理工320分,3,福建 高招 专科 控制线 ： 文史 332 分 理工 320 分
5倍光学变焦镜头 尼康S3100新品售价1450元,4,5 倍 光学 变焦镜头   尼康 S3100 新品 售价 1450 元
高峰：亚洲老大日本强韩国一个档次 本田圭佑要火,7,高峰 ： 亚洲 老大 日本 强 韩国 一个 档次   本田 圭佑要 火
券商积极 基金低调,0,券商 积极   基金 低调
西4环正源定慧福里76平起2-3居享94折,1,西 4 环 正源 定慧福里 76 平起 2 - 3 居享 94 折
昌平金隅万科城2-3居在售17000元起全款97折,1,昌平 金隅 万科 城 2 - 3 居在售 17000 元起 全款 97 折
图文：杨威杨云大婚 新娘发表感言新郎深情注视,9,图文 ： 杨威 杨云大婚   新娘 发表 感言 新郎 深情 注视
女子车祸身亡一月 肇事者逍遥法外,5,女子 车祸 身亡 一月   肇事者 逍遥法外
国字号绝收何为救国之策 足协重组当建大国家队体系,7,国字号 绝收 何为 救国 之策   足协 重组 当建大 国家队 体系
中国站后瑞士开会讨论技术改革 2013底盘部件标准化,7,中国 站 后 瑞士 开会讨论 技术 改革   2013 底盘 部件 标准化
国办关于加强高校毕业生就业工作通知,6,国办 关于 加强 高校 毕业生 就业 工作 通知
保罗隆多赛场冲突延到场外 蜂王酸溜溜羡慕or讽刺,7,保罗 隆多 赛场 冲突 延到 场外   蜂王 酸溜溜 羡慕 or 讽刺
封面女郎火辣写真迷意甲妖锋 钟情冲家门表白(图),7,封面女郎 火辣 写真 迷 意甲 妖锋   钟情 冲 家门 表白 ( 图 )
住房公积金贷款知识讲座,1,住房 公积金 贷款 知识讲座
高端人群投资自主两相宜,1,高端 人群 投资 自主 两相宜
八大职业 乾坤在线至尊王者由你定夺,8,八大 职业   乾坤 在线 至尊 王者 由 你 定夺
投资者预期杠杆版EFSF,2,投资者 预期 杠杆 版 EFSF
报考军校和国防生考生今日开始政审,3,报考 军校 和 国防生 考生 今日 开始 政审
本溪尼康 S9100行货送4G卡相机包2100,4,本溪 尼康   S9100 行货 送 4G 卡 相机包 2100
亿城西山华府四居均价18600元全款97折优惠(图),1,亿城 西山 华府 四居 均价 18600 元 全款 97 折 优惠 ( 图 )
小米手机已量产 11日将公布销售上线计划,4,小米 手机 已 量产   11 日 将 公布 销售 上线 计划
轿车冲过高速防护栏引发15车连撞,5,轿车 冲 过 高速 防护栏 引发 15 车连撞
卡纳瓦罗：优势还在皇马手里 主场进尤文4个！,7,卡纳瓦罗 ： 优势 还 在 皇马 手里   主场 进尤文 4 个 ！
2012研究生入学考试有变 10月10日起网上报名,3,2012 研究生 入学考试 有变   10 月 10 日起 网上 报名
标普预警加剧爱尔兰政策与金融危机,2,标普 预警 加剧 爱尔兰 政策 与 金融危机
解读成考：会计学和会计专业既相似又有区别,3,解读 成考 ： 会计学 和 会计专业 既 相似 又 有 区别
男子花2.8万元买马当宠物(图),5,男子 花 2.8 万元 买马当 宠物 ( 图 )
安帅曝切尔西今夏最后引援 俄超劲旅2100万袭蓝军飞翼,7,安帅 曝 切尔西 今夏 最后 引援   俄超 劲旅 2100 万袭 蓝军 飞翼
日本福岛等地辐射值仍然超标 67人确认遭辐射,6,日本 福岛 等 地 辐射 值 仍然 超标   67 人 确认 遭 辐射
传凡客诚品裁员5% 电商寒冬或提前到来,4,传凡 客诚品 裁员 5%   电商 寒冬 或 提前 到来
上午期指先弹后软 收报22532点,2,上午 期指 先弹 后 软   收报 22532 点
中国声音让金属市场共振,0,中国 声音 让 金属 市场 共振
摩托越野邵武揭幕 摩协多项培育措施助推赛事成长,7,摩托 越野 邵武 揭幕   摩协 多项 培育 措施 助推 赛事 成长
《明珠幻想》龙舟形象放棕好礼,8,《 明珠 幻想 》 龙舟 形象 放棕 好 礼
郭晶晶视网膜破损或失明 霍家安排赴港手术(图),9,郭晶晶 视网膜 破损 或 失明   霍家 安排 赴 港 手术 ( 图 )
五部门：坚决撤销收费期满公路收费项目,6,五 部门 ： 坚决 撤销 收费 期满 公路 收费 项目
何韵诗开唱落泪缅怀梅艳芳 草蜢妖艳捧场(组图),9,何韵诗 开唱 落泪 缅怀 梅艳芳   草蜢 妖艳 捧场 ( 组图 )
出纳工作的具体流程是什么,3,出纳 工作 的 具体 流程 是 什么
国土部连发三道通知催地方自查闲置土地,6,国土 部 连发 三道 通知 催 地方 自查 闲置 土地
阿里巴巴投资快递公司,4,阿里巴巴 投资 快递 公司
楼上瓷砖狂掉店主进出戴头盔 老楼过期需集资修,1,楼上 瓷砖 狂掉 店主 进出 戴 头盔   老楼 过期 需 集资 修
金钼股份：钼业龙头 期待钼行业机会来临,2,金 钼 股份 ： 钼业 龙头   期待 钼 行业 机会 来临
快讯：敦煌种业领涨种业股一波急涨,2,快讯 ： 敦煌 种业 领涨 种业 股一波 急涨
国美半年报今将发布 大股东回应信心更足,2,国美 半年报 今 将 发布   大 股东 回应 信心 更足
六朵金花轮涨后的市场方向,2,六朵 金花 轮涨 后 的 市场 方向
习近平视察柏林中国文化中心(视频),6,习近平 视察 柏林 中国 文化 中心 ( 视频 )
16岁少年骑摩托车抢夺女子挎包获刑5年,5,16 岁 少年 骑 摩托车 抢夺 女子 挎包 获刑 5 年
博时基金四新股东浮出水面,0,博时基金 四新 股东 浮出 水面
LLDPE短期继续上行动能不足,0,LLDPE 短期 继续 上 行动 能 不足
中国联通助力天语 云手机步入销售旺季,4,中国联通 助力 天语   云 手机 步入 销售 旺季
邝美云为朋友出书捧场 美食当前难忍口,9,邝美云 为 朋友 出书 捧场   美食 当前 难忍 口
送超值礼包 佳能500D小套惊现4230,4,送 超值 礼包   佳能 500D 小套 惊现 4230
尝鲜：G7和DHD专版QQforPadv1.1发布,4,尝鲜 ： G7 和 DHD 专版 QQforPadv1.1 发布
刘烨证实妻子怀孕 以婚姻为灵感设计金饰,9,刘烨 证实 妻子 怀孕   以 婚姻 为 灵感 设计 金饰
现场易建联2分11板不打垃圾时间 勇士双星砍高分,7,现场 易建联 2 分 11 板 不 打 垃圾 时间   勇士 双星 砍 高分
权威调查：五成家长看重师资品质,3,权威 调查 ： 五成 家长 看重 师资 品质
直击：麦蒂休闲装领衔板凳 姚明恩师出招对付巨人,7,直击 ： 麦蒂 休闲装 领衔 板凳   姚明 恩师 出招 对付 巨人
哈市开学第一天 运动放最先,3,哈市 开学 第一天   运动 放 最先
黄光裕胞妹掌舵 国美进军体育用品市场,2,黄光裕 胞妹 掌舵   国美 进军 体育用品 市场
詹姆斯欢迎威廉姆斯：他很出色 这是笔稳赚的交易,7,詹姆斯 欢迎 威廉姆斯 ： 他 很 出色   这 是 笔 稳赚 的 交易
《小奥游戏城》宣布签约联想手机,8,《 小奥 游戏城 》 宣布 签约 联想 手机
打破两线格局 北京建立城乡统一养老保险,0,打破 两线 格局   北京 建立 城乡 统一 养老保险
图文-职业锦标赛郑州站次轮 谢智,7,图文 - 职业 锦标赛 郑州 站次 轮   谢智
阿富汗政府军和驻阿联军打死30名武装人员,6,阿富汗 政府军 和 驻 阿 联军 打死 30 名 武装人员
负债26万自建小洋楼如何变现成房产成富翁,0,负债 26 万自建 小 洋楼 如何 变 现成 房产 成 富翁
什么是物业税,1,什么 是 物业税
供需缺口仍在 糖价将会再度上扬,0,供需 缺口 仍 在   糖价 将会 再度 上扬
盘点：全美十所最佳商学院特色大比拼(组图),3,盘点 ： 全美 十 所 最佳 商学院 特色 大比拼 ( 组图 )
蔡英文称将制定民进党员访问大陆标准,6,蔡 英文 称 将 制定 民进党 员 访问 大陆 标准
性感嫩模当街胸袭男友 激吻拥抱吓呆路人(图),9,性感 嫩模 当街 胸袭 男友   激吻 拥抱 吓呆 路 人 ( 图 )
英王室婚礼誓言被“泄密” 凯特拒说“我服从”,9,英王室 婚礼 誓言 被 “ 泄密 ”   凯特 拒说 “ 我 服从 ”
俄罗斯总统梅德韦杰夫访问乌兹别克斯坦,6,俄罗斯 总统 梅德韦 杰夫 访问 乌兹别克斯坦
跑跑卡丁车茶杯犬宠物无限制活动进行,8,跑跑 卡丁车 茶杯 犬 宠物 无 限制 活动 进行
利比亚开始恢复部分互联网服务,6,利比亚 开始 恢复 部分 互联网服务
楼市是否向下下周现端倪,1,楼市 是否 向下 下周 现 端倪
《口袋精灵》掌上娱乐放松你的生活,8,《 口袋 精灵 》 掌上 娱乐 放松 你 的 生活
男孩被抢走12年后获救 生父曾跑遍23个省区寻找,5,男孩 被 抢走 12 年 后 获救   生父 曾 跑遍 23 个 省区 寻找
中期协发布网上期货技术指引,0,中期 协 发布 网上 期货 技术 指引
红辣椒吉他手福鲁西安特发声明称正式退队(图),9,红辣椒 吉他手 福鲁 西安 特发 声明 称 正式 退队 ( 图 )
电脑游戏攻略：游戏圈十大人气豪华版,8,电脑游戏 攻略 ： 游戏 圈 十大 人气 豪华版
多省发生不明原因断网事件,4,多省 发生 不明 原因 断网 事件
夫妻利用邮寄土豆片走私兴奋剂,5,夫妻 利用 邮寄 土豆片 走私 兴奋剂
鹏华行业成长基金经理变更 陈鹏离任,0,鹏华 行业 成长 基金 经理 变更   陈鹏 离任
兴业趋势：明年股基吸引力超债基,0,兴业 趋势 ： 明年 股基 吸引力 超债基
日本称需数十年完成福岛核电站废堆工作,6,日本 称 需 数十年 完成 福岛 核电站 废堆 工作
重磅数据成时间窗口 红盘迎春,2,重磅 数据 成 时间 窗口   红盘 迎春
乌拉圭首轮总统选举无候选人胜出,6,乌拉圭 首轮 总统 选举 无 候选人 胜出
竺琦看创业团队发展,8,竺琦看 创业 团队 发展
美股评论：Sun的管理者值得怀疑,4,美股 评论 ： Sun 的 管理者 值得 怀疑
教育部发留学预警：出国读预科要慎重,6,教育部 发 留学 预警 ： 出国 读 预科 要 慎重
夫妻玩笑话上初中试卷 被指涉黄引发争议(图),5,夫妻 玩笑话 上 初中试卷   被 指涉 黄 引发 争议 ( 图 )
北京科技大学2011年接收硕士推免生通知,3,北京科技大学 2011 年 接收 硕士 推免 生 通知
《塞尔达：天空之剑》BOSS战试玩影像,8,《 塞尔达 ： 天空 之剑 》 BOSS 战 试玩 影像
无业女子骗医学会秘书长94万获刑13年,5,无业 女子 骗 医学会 秘书长 94 万 获刑 13 年
媒体列出美国最想抓住7大通缉犯,6,媒体 列出 美国 最想 抓住 7 大 通缉犯
人气动漫《天降之物》改编登陆PSP,8,人气 动漫 《 天降 之物 》 改编 登陆 PSP
梦幻蜀山全新法宝系统 2D回合新体验,8,梦幻 蜀山 全新 法宝 系统   2D 回合 新体验
津巴布韦客机在跑道上撞到野猪致2人轻伤,6,津巴布韦 客机 在 跑道 上 撞 到 野猪 致 2 人 轻伤
回归2D 《索尼克》20周年纪念作发表,8,回归 2D   《 索尼克 》 20 周年纪念 作 发表
大兴润枫锦尚90平2居在售均价18000可享97折,1,大兴 润枫 锦尚 90 平 2 居在售 均价 18000 可享 97 折
广州万隆：主力一直在酝酿 爆发或将来到,2,广州 万隆 ： 主力 一直 在 酝酿   爆发 或 将 来到
邵晓锋：支付宝已成电子商务信用中介,4,邵晓锋 ： 支付宝 已成 电子商务 信用 中介
熊黛林生日获郭富城甜蜜礼物 称结婚还缺点勇气,9,熊黛林 生日 获 郭富城 甜蜜 礼物   称 结婚 还 缺点 勇气
望京锐创国际中心准现房均价15500元(图),1,望京 锐创 国际 中心 准现房 均价 15500 元 ( 图 )
鲁尼错过“回家”只因家事？ 科琳松口仍颁下数道家规,7,鲁尼 错过 “ 回家 ” 只 因 家事 ？   科琳 松口 仍 颁下 数道 家规
西班牙一变阵有望锁住C罗 攻靠巴萨防守这次看皇马,7,西班牙 一 变阵 有望 锁住 C 罗   攻靠 巴萨 防守 这次 看 皇马
老夫妻两年为邻里制作近百期板报(图),5,老夫妻 两年 为 邻里 制作 近百 期 板报 ( 图 )
新疆2009年中招体育成绩增至五十分,3,新疆 2009 年 中招 体育 成绩 增至 五 十分
福布斯评出11大现金充裕公司苹果257亿美元居首,4,福布斯 评出 11 大 现金 充裕 公司 苹果 257 亿美元 居首
骗子冒充交管局工作人员钓鱼执法,5,骗子 冒充 交管局 工作人员 钓鱼 执法
《仙剑5》配置需求公布 五大必玩理由,8,《 仙剑 5 》 配置 需求 公布   五大 必玩 理由
姜武：靠演技说话 走出姜文的光环,9,姜武 ： 靠 演技 说话   走出 姜文 的 光环
国际超霸赛古力大胜李世石 将与井山裕太争冠(谱),7,国际 超霸赛 古力 大胜 李世石   将 与 井山裕 太 争冠 ( 谱 )
百得公司季利下滑18% 仍超预期,2,百得 公司 季利 下滑 18%   仍超 预期
图文-[西甲]塞维利亚2-1巴拉多利德 卡拉庆祝破门,7,图文 - [ 西甲 ] 塞维利亚 2 - 1 巴拉 多利德   卡拉 庆祝 破门
经济危机拖垮西甲第三军团 赛季过半无力挑战皇马巴萨,7,经济危机 拖垮 西甲 第三 军团   赛季 过半 无力 挑战 皇马 巴萨
三星欲推中画幅相机 研发新品被曝光,4,三星 欲 推中 画幅 相机   研发 新品 被 曝光
新版《倚天》为保邓超下班导演赶进度(图),9,新版 《 倚天 》 为保 邓超 下班 导演 赶 进度 ( 图 )
美国研究也门境内基地组织目标,6,美国 研究 也门 境内 基地 组织 目标
宋家庄万科红精装板楼60平起1-3居即将推出(图),1,宋家庄 万科 红 精装 板楼 60 平起 1 - 3 居 即将 推出 ( 图 )
詹姆斯经典语录：人在做天在看 何时才能我拿冠军,7,詹姆斯 经典语录 ： 人 在 做 天 在 看   何时 才能 我 拿 冠军
代理人冒用死者名义申请法院强制执行,5,代理人 冒用 死者 名义 申请 法院 强制执行
拆迁户澄清孩子被官员扔下楼传言,5,拆迁户 澄清 孩子 被 官员 扔下 楼 传言
以色列伊斯兰运动组织头目伦敦被捕将遭驱逐,6,以色列 伊斯兰 运动 组织 头目 伦敦 被捕 将 遭 驱逐
DryShips第二季度盈利好于预期,2,DryShips 第二季度 盈利 好于 预期
